Exported at 26/04/2024 09:59:36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Nowe standardy suche 1x15 he 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
1,1,25/04/2024 13:40:28*,-2.329, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.1,1.1,25/04/2024 13:40:28*,-2.468, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.2,1.2,25/04/2024 13:40:28*,-2.465, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.3,1.3,25/04/2024 13:40:28*,-2.314, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.4,1.4,25/04/2024 13:40:28*,-2.212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.5,1.5,25/04/2024 13:40:28*,-2.088, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.6,1.6,25/04/2024 13:40:28*,-1.435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.7,1.7,25/04/2024 13:40:28*,-0.043, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.8,1.8,25/04/2024 13:40:28*,-2.528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.9,1.9,25/04/2024 13:40:28*,-3.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,25/04/2024 13:40:28*,-3.541, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,25/04/2024 13:40:28*,-3.663, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,25/04/2024 13:40:28*,-3.709, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,25/04/2024 13:40:28*,-3.528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,25/04/2024 13:40:28*,-3.309, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,25/04/2024 13:40:28*,-3.434, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,25/04/2024 13:40:28*,-3.517, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,25/04/2024 13:40:28*,-3.642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,25/04/2024 13:40:28*,-3.742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,25/04/2024 13:40:28*,-3.777, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-478,3,25/04/2024 13:40:28,-3.654,15.5,1033918,577420,840585.62,266.61,1919.13,23811.11,3787.47,119394.68,3965.26,31.96,96.51,0,0,5456.19,811.24,2104.63,107.6,1133.65,124.3,361.75,86.26,138.99,56.03,212.53,38.96,6217.62,572.79,6.73,0.88,80.95,6.62,19.92,4.16,0,0,21.83,3.82,76.45,7.52,0,0,22.36,36.2,34.9,12.71,21.53,8.3,322734.25,442.11,3182.45,44990.2,7156.28,255425.21,8483.01,73.23,221.14,0,0,6572.56,977.22,2944.81,150.56,1891.49,207.39,645.79,153.99,203.14,81.9,305.37,55.98,8889.6,818.94,8.56,1.12,101.34,8.28,24.8,5.17,0,0,25.82,4.51,103.26,10.16,0,0,24.96,40.42,37.6,13.69,24.43,9.41
IAEA-478,3.1,25/04/2024 13:40:28,-3.594,15.5,1038391,578714,834064.92,234.75,1850.44,25346.62,4024.64,123268.79,4090.54,15.05,97.39,0,0,5851.34,868.44,2458.14,113.24,1359.68,141.5,335.15,87.91,155.45,60.02,243.05,44.22,6398.65,589.67,6.44,0.86,63.67,4.4,18.8,4.26,0,0,25.09,4.14,84.83,7.81,0,0,4.55,37.34,36.73,12.9,28.29,8.78,335440.56,389.28,3068.54,47891.5,7604.41,263713.23,8751.03,34.49,223.16,0,0,7048.56,1046.13,3439.44,158.44,2268.61,236.09,598.31,156.93,227.19,87.73,349.22,63.54,9148.43,843.08,8.2,1.1,79.7,5.51,23.41,5.3,0,0,29.67,4.89,114.59,10.55,0,0,5.08,41.69,39.56,13.89,32.09,9.96
IAEA-478,3.2,25/04/2024 13:40:28,-3.561,15.5,1043585,578453,825191.01,334.78,1909.6,26686.59,4233.3,130590.47,4326.84,0,0,0,0,6067.7,899.82,2267.66,112.67,1232.7,133.77,365.05,90.53,183.57,66.33,276.63,49.87,6520.49,600.65,7.31,0.92,43.56,2.47,16.58,4.26,0,0,24.12,4.09,100.89,8.16,0,0,19.44,38.11,44.41,13.23,27.02,8.95,353883.65,555.15,3166.64,50423.32,7998.67,279376.75,9256.56,0,0,0,0,7309.18,1083.93,3172.92,157.65,2056.75,223.19,651.69,161.61,268.3,96.94,397.47,71.65,9322.63,858.78,9.31,1.17,54.53,3.09,20.64,5.3,0,0,28.53,4.83,136.28,11.03,0,0,21.7,42.55,47.84,14.25,30.65,10.16
IAEA-478,3.3,25/04/2024 13:40:28,-3.566,15.5,1044675,577594,828461.43,263.27,1950.03,25767.35,4091.04,128517.24,4259.79,57.07,100.25,0,0,5879.08,872.94,2239.67,112.91,1274.84,136.46,300.35,88.65,150.17,59.44,184.47,34.59,6616.84,610.48,7.11,0.9,97.15,8.76,23.94,4.44,0.3,0.3,26.95,4.26,78.18,7.82,0,0,10.25,37.85,27.46,12.45,16.88,8.54,347377.6,436.57,3233.69,48686.44,7729.87,274941.41,9113.11,130.77,229.71,0,0,7081.97,1051.55,3133.77,157.98,2127.07,227.68,536.19,158.26,219.48,86.88,265.06,49.7,9460.38,872.83,9.05,1.14,121.61,10.96,29.79,5.53,0.4,0.39,31.87,5.04,105.6,10.57,0,0,11.45,42.26,29.58,13.41,19.15,9.68
IAEA-478,3.4,25/04/2024 13:40:28,-3.466,15.5,1044417,580648,826898.19,261.84,1959.8,25775.51,4092.52,129273.24,4284.23,76.71,101.34,0,0,6179.46,915.69,2354.11,113.57,1156.43,128.34,396.19,90.51,190.04,67.38,349.84,62.4,6767.82,624.67,7.47,0.94,114.06,11.5,19.77,4.48,0,0,27.97,4.44,89.78,8.11,0,0,14.48,37.74,28.12,13.22,18.97,8.98,350100.94,434.21,3249.89,48701.87,7732.67,276558.76,9165.4,175.78,232.21,0,0,7443.8,1103.04,3293.88,158.9,1929.49,214.13,707.27,161.57,277.75,98.47,502.66,89.66,9676.25,893.12,9.5,1.19,142.78,14.4,24.61,5.58,0,0,33.08,5.25,121.27,10.96,0,0,16.17,42.13,30.3,14.24,21.52,10.19
IAEA-478,3.5,25/04/2024 13:40:28,-3.316,15.5,1036504,581660,837641.38,274.24,1878.14,24334.35,3867.67,121299.02,4026.61,47.71,96.86,0,0,5604.6,832.64,2208.44,109.66,1086.67,122.5,333.97,86.8,192.86,67.19,272.35,49.05,6402.3,590.41,6.65,0.88,121.52,13.23,20.44,4.38,0,0,28.5,4.43,73.85,7.66,0,0,0,0,31.1,13.08,20.04,8.8,328495.42,454.77,3114.47,45978.84,7307.82,259499.23,8614.27,109.32,221.93,0,0,6751.32,1003,3090.07,153.43,1813.1,204.39,596.19,154.95,281.88,98.21,391.32,70.47,9153.65,844.13,8.47,1.11,152.12,16.57,25.44,5.45,0,0,33.7,5.24,99.76,10.35,0,0,0,0,33.5,14.09,22.74,9.98
IAEA-478,3.6,25/04/2024 13:40:28,-3.183,15.5,1027660,580233,846254.03,319.58,1819.8,23399.59,3721.87,114560.5,3809.25,63.13,58.26,0,0,5383.63,800.29,1977.75,104.74,1128.3,123.34,280.71,83.25,175.33,62.73,198.04,36.47,5907.31,543.24,6.93,0.86,157.57,21.59,20.52,4.32,0,0,19.82,3.76,79.06,7.56,1.97,7.54,11.03,35.55,30.13,12.65,25.09,8.8,311031.06,529.95,3017.73,44212.65,7032.33,245083.27,8149.26,144.66,133.49,0,0,6485.14,964.04,2767.28,146.56,1882.55,205.78,501.12,148.62,256.26,91.69,284.55,52.4,8445.94,776.7,8.81,1.1,197.24,27.02,25.54,5.38,0,0,23.44,4.44,106.79,10.21,2.63,10.06,12.31,39.7,32.45,13.63,28.46,9.98
IAEA-478,3.7,25/04/2024 13:40:28,-2.938,15.5,1018571,579296,857343.01,244.14,1870.13,21491.89,3426.91,106770.96,3557.65,0,0,0,0,4963.43,739.39,1772.14,99.9,963.74,110.39,286.48,80.4,145.44,55.59,186.07,34.32,5463.98,501.33,6.56,0.84,173.51,26.55,17.45,4.06,0,0,21.33,3.78,79.5,7.24,0,0,14.62,34.14,31.41,12.18,24.34,8.38,288759.45,404.85,3101.18,40608.12,6475.02,228418.85,7611,0,0,0,0,5978.96,890.67,2479.59,139.77,1608,184.19,511.42,143.53,212.56,81.25,267.36,49.31,7812.09,716.77,8.35,1.07,217.2,33.23,21.72,5.05,0,0,25.22,4.46,107.39,9.78,0,0,16.32,38.12,33.83,13.12,27.61,9.51
IAEA-478,3.8,25/04/2024 13:40:28,-2.763,15.6,1009223,577626,867973.31,307.88,1868.92,19193.08,3070.87,99135.42,3310.91,79.83,68.17,0,0,4528.12,676.23,1787.19,97,870.26,102.87,299.36,78.32,135.99,52.8,220.62,39.89,5118,468.83,5.99,0.78,173.69,27.41,18.14,3.8,0,0,22.62,3.75,73.58,6.91,0,0,13.99,33.04,26.53,11.43,16.4,7.95,267253.36,510.55,3099.18,36264.61,5802.3,212083.85,7083.14,182.92,156.2,0,0,5454.59,814.59,2500.64,135.72,1452.02,171.63,534.41,139.82,198.76,77.17,317,57.32,7317.43,670.3,7.62,0.99,217.42,34.31,22.57,4.73,0,0,26.75,4.44,99.39,9.33,0,0,15.62,36.89,28.58,12.32,18.6,9.02
IAEA-478,3.9,25/04/2024 13:40:28,-2.698,15.6,1002982,578093,873592.78,241.62,1750.25,19377.53,3097.29,94218.9,3152.22,20.49,22.04,0,0,4417.42,659.88,1653.27,94.13,894.98,102.73,284.44,76.1,145.22,53.96,148.81,27.74,4679.04,426.89,5.56,0.75,139.19,18.82,17.09,3.8,0,0,17.89,3.36,69.1,6.77,0,0,34.41,32.19,27.45,11.44,14.8,7.61,255779.85,400.68,2902.4,36613.12,5852.21,201565.78,6743.65,46.95,50.51,0,0,5321.24,794.9,2313.27,131.71,1493.28,171.4,507.78,135.85,212.24,78.86,213.82,39.86,6689.83,610.35,7.08,0.95,174.24,23.56,21.27,4.73,0,0,21.16,3.98,93.34,9.14,0,0,38.42,35.94,29.57,12.33,16.79,8.64
4.01,4,25/04/2024 13:40:28*,-2.734, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,25/04/2024 13:40:28*,-2.911, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,25/04/2024 13:40:28*,-1.915, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,25/04/2024 13:40:28*,1.123, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,25/04/2024 13:40:28*,-1.604, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,25/04/2024 13:40:28*,-1.715, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,25/04/2024 13:40:28*,-2.476, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,25/04/2024 13:40:28*,-4.531, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,25/04/2024 13:40:28*,-5.152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,25/04/2024 13:40:28*,-5.113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,25/04/2024 13:40:28*,-4.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,25/04/2024 13:40:28*,-4.958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,25/04/2024 13:40:28*,-4.828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,25/04/2024 13:40:28*,-4.42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,25/04/2024 13:40:28*,-2.755, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,25/04/2024 13:40:28*,-1.845, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,25/04/2024 13:40:28*,-2.053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,25/04/2024 13:40:28*,-1.981, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,25/04/2024 13:40:28*,-2.581, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,25/04/2024 13:40:28*,-2.912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,25/04/2024 13:40:28*,-2.951, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.1,25/04/2024 13:40:28,-3.012,15.5,1039781,577846,873350.32,618.89,1973.39,28293.74,4483.56,72518.4,2463.09,28.08,83.77,612.51,56.81,9420.71,1379.88,2069.64,99.62,1238.18,127.95,343.94,78.79,154.23,56.35,202.09,36.88,10839.52,1028.64,6.34,0.87,138.56,17.09,36.61,6.33,0,0,21.14,3.76,30.75,6.7,0,0,3.2,33.13,39.15,12.7,34.01,8.73,244536.55,1026.29,3272.42,53459.97,8471.52,155141.14,5269.37,64.34,191.95,1529.38,141.86,11348.22,1662.21,2895.85,139.39,2065.89,213.48,614,140.65,225.41,82.36,290.37,52.99,15497.73,1470.69,8.07,1.11,173.45,21.39,45.57,7.88,0,0,25,4.45,41.53,9.06,0,0,3.57,36.99,42.18,13.68,38.58,9.91
IAEA-465,6.2,25/04/2024 13:40:28,-2.902,15.5,1054499,576411,860247.69,1286.48,1992.33,31199.05,4935.39,78751.04,2666.02,60.01,55.36,1069.62,59.32,10362.48,1517.2,2273.54,106.39,1408.1,141.84,338.66,82.12,142.73,55.42,219.08,40.07,12375.13,1178.16,6.55,0.92,93.83,8.25,24.91,4.76,0,0,21.95,3.97,36.64,7.18,0,0,0,0,40.74,13.61,41.78,9.48,269523.85,2133.33,3303.84,58949.44,9325.23,168474.85,5703.51,137.51,126.84,2670.73,148.12,12482.69,1827.62,3181.15,148.86,2349.41,236.66,604.56,146.6,208.6,80.99,314.79,57.57,17693.26,1684.47,8.34,1.18,117.45,10.32,31.01,5.93,0,0,25.96,4.69,49.49,9.7,0,0,0,0,43.89,14.66,47.39,10.76
IAEA-465,6.3,25/04/2024 13:40:28,-2.884,15.5,1063642,574144,852309.52,2127.59,2070.88,31999.57,5060.93,83285.89,2813.14,38.2,89.64,851.61,60.41,11041.2,1615.82,2375.91,109.79,1491.99,149.06,364.46,84.85,148.24,57.28,235.41,42.94,13494.5,1287.42,7.35,0.97,45.03,2.56,24.18,4.71,0,0,27.5,4.4,45.86,7.5,0,0,0,0,34.55,13.68,51.46,9.79,284279.56,3528.13,3434.1,60461.99,9562.44,178176.4,6018.25,87.54,205.4,2126.4,150.84,13300.27,1946.42,3324.38,153.62,2489.38,248.7,650.62,151.47,216.66,83.71,338.24,61.7,19293.68,1840.68,9.36,1.24,56.36,3.2,30.09,5.87,0,0,32.52,5.21,61.95,10.13,0,0,0,0,37.21,14.74,58.37,11.11
