standard_ID,element,measured_conc,standard_conc,configuration,measured_ca,standard_ca,measured_ratio,standard_ratio,measured_ratio_log,standard_ratio_log,ratio_id_log
IAEA-158A,V,41.473333333333336,74.1,"Dry, WS 10 x 15 mm",30856.960000000003,65300,0.0013440511746242447,0.001134762633996937,-6.612066961248741,-6.781331782962481,log(V/Ca)
IAEA-158A,Zn,35.766666666666666,141,"Dry, WS 10 x 15 mm",30856.960000000003,65300,0.0011591118070823135,0.0021592649310872894,-6.760101250698962,-6.137987424886354,log(Zn/Ca)
IAEA-456,Cr,177.755,589,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cr/Ca)
IAEA-456,Cu,7.153333333333333,44.6,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cu/Ca)
IAEA-456,Fe,10595.921666666669,49.5,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Fe/Ca)
IAEA-456,Mn,159.825,825,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Mn/Ca)
IAEA-456,Pb,10.416666666666666,33.4,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Pb/Ca)
IAEA-456,V,76.45166666666667,223,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(V/Ca)
IAEA-456,Zn,36.781666666666666,203,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Zn/Ca)
IAEA-457,Cr,101.04833333333332,144,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cr/Ca)
IAEA-457,Cu,135.29166666666666,365,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cu/Ca)
IAEA-457,Fe,15695.883333333331,41450,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Fe/Ca)
IAEA-457,Mn,209.78,427,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Mn/Ca)
IAEA-457,Pb,42.92166666666667,105,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Pb/Ca)
IAEA-457,Sr,34.95166666666667,137,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Sr/Ca)
IAEA-457,V,89.11166666666666,87.4,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(V/Ca)
IAEA-457,Zn,133.86666666666665,425,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Zn/Ca)
IAEA-458,Cr,85.455,91.5,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cr/Ca)
IAEA-458,Cu,16.155,48.1,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Cu/Ca)
IAEA-458,Fe,17634.925,40700,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Fe/Ca)
IAEA-458,Mn,473.29833333333335,886,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Mn/Ca)
