standard_ID,element,measured_conc,standard_conc,configuration
Lujaurite,Ba,14.35,450,"Dry, WS 1 x 15 mm"
Lujaurite,Ca,8963.516666666666,23013,"Dry, WS 1 x 15 mm"
Lujaurite,Fe,23381.546666666665,69293,"Dry, WS 1 x 15 mm"
Lujaurite,K,19853.958333333332,45675,"Dry, WS 1 x 15 mm"
Lujaurite,Mg,190.89999999999998,1689,"Dry, WS 1 x 15 mm"
Lujaurite,Mn,2634.3849999999998,6000,"Dry, WS 1 x 15 mm"
Lujaurite,Pb,46.858333333333334,43,"Dry, WS 1 x 15 mm"
Lujaurite,Si,99276.06,244969,"Dry, WS 1 x 15 mm"
Lujaurite,Sr,1535.155,4600,"Dry, WS 1 x 15 mm"
Lujaurite,Ti,1209.9083333333333,2900,"Dry, WS 1 x 15 mm"
Lujaurite,U,75.45833333333333,14,"Dry, WS 1 x 15 mm"
Lujaurite,V,396.985,81,"Dry, WS 1 x 15 mm"
Lujaurite,Zn,99.60166666666666,395,"Dry, WS 1 x 15 mm"
Lujaurite,Zr,3419.1233333333334,11000,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,Al,7022.296666666667,10161,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,Ca,94181.31999999999,200116,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,Fe,1590.6883333333333,4406,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,K,1427.7066666666667,3155,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,Mg,10804.16,29677,"Dry, WS 1 x 15 mm"
NCS DC60113 Gypsum,Si,18905.291666666664,33707,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Al,3974.1716666666666,6033,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Ca,91492.39833333333,216411,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Fe,482.6616666666667,2658,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,K,427.37333333333333,1909,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Mg,2779.5483333333336,19242,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,S,74011.63,150560,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Si,10383.263333333334,19448,"Dry, WS 1 x 15 mm"
NCS DC60114 Gypsum,Ti,11.855,348,"Dry, WS 1 x 15 mm"
NCS DC60116,Al,4413.2,4445,"Dry, WS 1 x 15 mm"
NCS DC60116,Ca,318.75,550,"Dry, WS 1 x 15 mm"
NCS DC60116,Fe,398.68666666666667,650,"Dry, WS 1 x 15 mm"
NCS DC60116,K,14.906666666666666,506,"Dry, WS 1 x 15 mm"
NCS DC60116,Mg,133.92333333333332,398,"Dry, WS 1 x 15 mm"
NCS DC60116,Mn,101.40666666666667,12,"Dry, WS 1 x 15 mm"
NCS DC60116,Si,221913.43666666668,460534,"Dry, WS 1 x 15 mm"
NCS DC60116,Ti,42.54666666666667,120,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Al,9691.793333333333,16934,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Ca,594.1516666666666,672,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Fe,199.86833333333334,615,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,K,2762.1133333333332,10460,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Mg,150.49666666666667,151,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Mn,114,1936,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Si,218694.515,441367,"Dry, WS 1 x 15 mm"
NCS DC60117 Siliceous Sand and Ore,Ti,73.73,114,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Al,61.288333333333334,529,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Ba,170.19666666666666,44.3,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Ca,113486.49,214553,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Cr,257.56,2.6,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Fe,156.26333333333335,1329,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,K,17.02,315,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Mg,73544.77,131498,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Mn,159.66833333333332,77,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,P,26.186666666666667,26,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Pb,34.77166666666667,4.44,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Si,1831.565,2899,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Sr,6.286666666666667,27,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,U,11.15,11.235,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,V,472.2183333333333,21,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Zn,22.083333333333332,11.7,"Dry, WS 1 x 15 mm"
NCS DC71306 Rock,Zr,5.293333333333333,3,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Al,41025.9,70913,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Ba,43.93666666666667,343,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Ca,5148.588333333333,11078,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Cr,198.30166666666668,5,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Cu,51.626666666666665,3.2,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Fe,5642.883333333333,7204,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,K,21522.403333333332,41591,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Mg,165.73666666666668,2533,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Mn,202.50666666666666,463,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,P,30.723333333333333,177,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Pb,44.038333333333334,31,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Si,157953.19333333333,340480,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Sr,37.593333333333334,106,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Ti,801.2116666666667,2,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,U,159.47166666666666,156.947,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,V,356.87166666666667,24,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Zn,19.281666666666666,28,"Dry, WS 1 x 15 mm"
NCS DC73301 Rock,Zr,67.34,167,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Al,30525.343333333334,99595,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Ba,13.62,450,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Ca,1157.3516666666667,4288,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Cr,147.73,99,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Cu,33.69,42,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Fe,13238.661666666667,9722,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,K,9994.836666666666,34534,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Mg,326.50333333333333,12124,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Mn,94.66166666666668,173,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Pb,26.051666666666666,1.5,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Si,68027.58166666667,276900,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Sr,14.538333333333332,90,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Ti,1081.2833333333333,3950,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,U,47.358333333333334,46.348,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,V,335.86,87,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Zn,16.04,20,"Dry, WS 1 x 15 mm"
NCS DC73305 Rock,Zr,25.631666666666668,214,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Al,1715.8866666666668,3016,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Ca,71484.36166666666,230848,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Cr,234.15333333333334,246,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Mn,77.58833333333334,35,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,S,64402.875,173600,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Si,532.32,514,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Ti,1864.8283333333334,4916,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,U,9.586666666666666,9.538,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,V,645.4233333333333,560,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Zn,22.41,32,"Dry, WS 1 x 15 mm"
Titano Gypsum TIG-1,Zr,2.1533333333333333,80,"Dry, WS 1 x 15 mm"
