Exported at 23/05/2024 15:43:20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Stare standardy mokre 10x15 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x10mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
2.71,2.7,23/05/2024 13:38:00*,-1.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,23/05/2024 13:38:00*,-1.931, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,23/05/2024 13:38:00*,-2.068, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60113 Gypsum,3,23/05/2024 13:38:00,-2.204,14.8,1616988,336304,866557.17,8720.95,1089.81,5773.75,307.58,13691.04,257.72,0,0,44062.17,626.86,1054.2,74.89,59012.78,280.51,81.36,20.32,0,0,9.38,22.31,30.31,16.77,831.34,26.37,1.42,0.22,6,1.74,3.93,2.28,0,0,153.42,4.73,0,0,0,0,0,0,5.09,2.37,5.68,1.85,250109.88,14461.74,1807.21,10909.29,581.15,29289.72,551.35,0,0,110019.01,1565.2,1269.9,90.21,82571.04,392.49,135.74,33.91,0,0,13.71,32.6,43.54,24.09,1188.61,37.7,1.81,0.28,7.51,2.18,4.9,2.83,0,0,181.43,5.59,0,0,0,0,0,0,5.49,2.55,6.44,2.1
NCS DC60113 Gypsum,3.1,23/05/2024 13:38:00,-2.258,14.8,1621666,334790,864427.25,9577.79,1148.96,5706.56,307.63,13845.21,260.53,0,0,44588.02,634.19,1111.28,78.02,59629.85,283.33,5.07,0.97,0,0,14.55,22.59,30.46,16.84,884.64,27.62,1.36,0.22,8.6,1.88,6.42,2.35,0,0,151.08,4.69,0.18,2.02,0.84,2.2,0,0,5.78,2.3,5.05,1.81,253940.39,15882.62,1905.3,10782.33,581.26,29619.54,557.36,0,0,111332.01,1583.52,1338.66,93.99,83434.45,396.44,8.46,1.62,0,0,21.27,33.02,43.77,24.19,1264.81,39.49,1.74,0.28,10.77,2.35,7.99,2.93,0,0,178.66,5.54,0.25,2.73,1.12,2.93,0,0,6.23,2.48,5.73,2.06
NCS DC60113 Gypsum,3.2,23/05/2024 13:38:00,-2.219,14.7,1628538,336727,861009.02,10141.81,1159.32,5784.16,310.79,14387.57,268.52,0,0,45274.05,643.81,1161.69,81.36,60997.17,289.14,85.6,21.21,0,0,16.01,23.26,32.67,17.43,932.47,28.98,1.92,0.25,10.99,2.19,3.02,2.28,0,0,152.98,4.75,0.06,2.04,0.25,2.21,0,0,3.86,2.33,4.7,1.85,260075.77,16817.92,1922.48,10928.96,587.22,30779.84,574.46,0,0,113044.94,1607.54,1399.37,98.01,85347.6,404.57,142.82,35.4,0,0,23.39,33.99,46.94,25.05,1333.19,41.44,2.44,0.31,13.75,2.74,3.76,2.83,0,0,180.92,5.62,0.08,2.76,0.34,2.95,0,0,4.16,2.51,5.33,2.1
NCS DC60113 Gypsum,3.3,23/05/2024 13:38:00,-2.196,14.7,1635517,342102,860062.33,9886.88,1143.79,5765.02,310.15,14576.73,271.28,0,0,45665.43,649.23,1157.27,81.14,61706.71,292.05,88.04,21.34,0,0,8.33,23.29,32.33,17.58,866.29,27.61,1.56,0.24,10.13,2.16,4.17,2.56,0.19,0.35,158.19,4.88,0.83,2.09,0.24,2.22,0,0,4.29,2.6,5.04,1.93,261892.18,16395.17,1896.71,10892.79,586.01,31184.51,580.35,0,0,114022.19,1621.07,1394.05,97.74,86340.41,408.64,146.9,35.61,0,0,12.18,34.04,46.45,25.27,1238.57,39.48,1.98,0.3,12.69,2.7,5.19,3.19,0.25,0.46,187.08,5.77,1.12,2.82,0.32,2.96,0,0,4.62,2.8,5.72,2.19
NCS DC60113 Gypsum,3.4,23/05/2024 13:38:00,-2.323,14.7,1639255,338237,856885.8,10955.54,1172.13,6109.78,323.32,14756.08,274.39,0,0,46281.47,657.91,1135.76,80.28,62691.81,296.36,2.03,0.41,0,0,12.15,23.75,34.11,17.88,956.08,29.77,1.58,0.24,9.08,2.08,3.09,2.29,0.22,0.31,155.71,4.84,0.29,2.06,1.22,2.29,0,0,3.59,2.3,4.59,1.88,267576.88,18167.31,1943.72,11544.21,610.89,31568.2,587.02,0,0,115560.39,1642.74,1368.14,96.71,87718.76,414.67,3.39,0.68,0,0,17.75,34.72,49.01,25.69,1366.95,42.57,2.01,0.31,11.37,2.6,3.85,2.85,0.29,0.41,184.14,5.72,0.4,2.78,1.63,3.05,0,0,3.86,2.48,5.21,2.13
NCS DC60113 Gypsum,3.5,23/05/2024 13:38:00,-2.429,14.6,1645468,342180,855277.31,11053.82,1188.82,6016.12,320.86,14995.17,278.08,0,0,46990.9,667.76,1128.44,80.27,63273.62,299.29,87.49,22.11,0,0,14.08,24.23,31.95,18.05,937.52,29.53,1.61,0.24,10.58,2.14,5.25,2.53,0.47,0.32,165.16,5.05,0.48,2.13,0.59,2.31,0,0,3.87,2.27,5.58,1.94,270783.69,18330.29,1971.39,11367.23,606.26,32079.68,594.91,0,0,117331.76,1667.33,1359.33,96.7,88532.83,418.77,145.98,36.9,0,0,20.57,35.41,45.91,25.94,1340.42,42.23,2.05,0.3,13.24,2.68,6.54,3.15,0.61,0.43,195.31,5.98,0.65,2.87,0.79,3.08,0,0,4.17,2.44,6.33,2.2
NCS DC60113 Gypsum,3.6,23/05/2024 13:38:00,-2.57,14.6,1653030,341348,852861.91,11134.12,1202.95,6187.04,328.56,15146.55,280.74,0,0,47763.89,678.47,1175.03,82.87,64460.84,304.13,89.46,22.55,0,0,11.01,24.4,32.56,18.19,946.4,29.87,1.68,0.24,8.91,2.02,3.04,2.45,0,0,165.67,5.08,0.57,2.11,1.49,2.33,0,0,4.28,2.51,5.57,1.95,275220.36,18463.44,1994.82,11690.18,620.81,32403.54,600.6,0,0,119261.85,1694.08,1415.44,99.83,90194,425.53,149.26,37.63,0,0,16.09,35.66,46.78,26.14,1353.11,42.71,2.13,0.31,11.15,2.53,3.79,3.05,0,0,195.92,6,0.76,2.85,1.99,3.11,0,0,4.61,2.7,6.31,2.21
NCS DC60113 Gypsum,3.7,23/05/2024 13:38:00,-2.679,14.6,1646916,343689,854629.95,10894.77,1170.69,6267.92,330.25,15048.16,278.83,0,0,47344.75,672.58,1148.72,81.29,63389.05,299.87,87.71,22.29,0,0,12.57,24.29,33.14,18.21,956.24,30.03,1.39,0.23,8.43,2.12,3.09,2.64,0.29,0.35,165.62,5.07,0.43,2.12,0.71,2.32,0,0,2.53,2.44,4.52,1.95,272197.29,18066.54,1941.33,11843,624,32193.05,596.52,0,0,118215.29,1679.37,1383.75,97.92,88694.34,419.59,146.34,37.19,0,0,18.37,35.51,47.61,26.16,1367.18,42.93,1.77,0.3,10.55,2.65,3.84,3.29,0.38,0.46,195.86,6,0.58,2.87,0.95,3.09,0,0,2.73,2.63,5.13,2.21
NCS DC60113 Gypsum,3.8,23/05/2024 13:38:00,-2.654,14.7,1633503,339769,858512.94,11183.82,1186.09,6021.62,319.59,14649.17,272.36,0,0,46333.58,658.44,1094.16,77.7,61122.83,290.47,2.91,0.59,0,0,11.71,23.67,32.48,17.75,863.16,27.62,1.52,0.23,7.32,1.93,2.83,2.33,0.22,0.32,150.55,4.71,0.43,2.04,0.39,2.22,0,0,4.2,2.32,4.18,1.87,265300.96,18545.86,1966.86,11377.63,603.85,31339.48,582.67,0,0,115690.5,1644.06,1318.03,93.6,85523.43,406.43,4.85,0.98,0,0,17.11,34.6,46.66,25.51,1234.1,39.49,1.93,0.3,9.16,2.42,3.52,2.9,0.29,0.42,178.03,5.57,0.58,2.76,0.52,2.97,0,0,4.53,2.5,4.74,2.12
NCS DC60113 Gypsum,3.9,23/05/2024 13:38:00,-2.547,14.8,1612475,335829,864275.8,10791.09,1160.45,5783.08,307.53,14230.48,265.01,0,0,44577.37,633.92,1045.59,74.4,58191.05,277.95,90.98,20.91,0,0,9.11,22.65,29.79,16.94,803.91,25.78,1.4,0.23,8.12,1.98,6.23,2.57,0.11,0.3,142.68,4.5,3.39,1.96,0.63,2.18,0,0,5.19,2.25,4.01,1.72,254812.91,17894.6,1924.35,10926.92,581.06,30443.76,566.96,0,0,111305.41,1582.83,1259.52,89.62,81421.27,388.91,151.79,34.88,0,0,13.31,33.11,42.8,24.34,1149.39,36.86,1.79,0.29,10.16,2.47,7.76,3.2,0.15,0.39,168.73,5.32,4.58,2.64,0.85,2.91,0,0,5.59,2.42,4.54,1.95
4.01,4,23/05/2024 13:38:00*,-2.459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,23/05/2024 13:38:00*,-2.426, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,23/05/2024 13:38:00*,-2.303, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,23/05/2024 13:38:00*,-1.833, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,23/05/2024 13:38:00*,-0.662, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,23/05/2024 13:38:00*,-0.321, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,23/05/2024 13:38:00*,-1.038, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,23/05/2024 13:38:00*,-1.246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,23/05/2024 13:38:00*,-1.521, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,23/05/2024 13:38:00*,-0.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,23/05/2024 13:38:00*,-1.092, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,23/05/2024 13:38:00*,-1.467, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,23/05/2024 13:38:00*,-1.556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,23/05/2024 13:38:00*,-1.589, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,23/05/2024 13:38:00*,-1.562, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,23/05/2024 13:38:00*,-1.56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,23/05/2024 13:38:00*,-1.431, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,23/05/2024 13:38:00*,-0.334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,23/05/2024 13:38:00*,-0.371, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,23/05/2024 13:38:00*,-0.999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,23/05/2024 13:38:00*,-1.378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60117 Siliceous Sand and Ore,6.1,23/05/2024 13:38:00,-1.431,17.7,684696,254229,945909.34,54.94,821.52,4966.52,226.83,47423.49,658.17,0,0,14.74,11.37,1005.68,65.24,328.98,16.36,40.97,4.93,2.73,6.55,4.07,10.83,30,8.81,197.16,6.69,0.75,0.11,4.56,0.95,6.1,1.42,0.13,0.13,1.82,0.31,4.01,0.8,0.93,0.99,0,0,1.73,0.94,1.35,0.71,113069.26,91.1,1362.31,9384.06,428.58,101454.73,1408.05,0,0,36.81,28.38,1211.45,78.58,460.31,22.89,68.36,8.22,4.87,11.69,5.94,15.83,43.11,12.66,281.88,9.57,0.96,0.14,5.71,1.19,7.59,1.76,0.17,0.17,2.15,0.37,5.42,1.09,1.24,1.32,0,0,1.86,1.02,1.53,0.8
NCS DC60117 Siliceous Sand and Ore,6.2,23/05/2024 13:38:00,-1.136,17.5,716716,287532,936573.14,0,0,4747.49,218.72,56935.18,777.44,0,0,0,0,1119.22,72.25,334.38,16.9,47.27,5.47,0,0,8.8,11.49,27.61,9.07,183.42,6.45,0.89,0.12,4.49,1.02,6.97,1.59,0.05,0.14,2.13,0.34,5.45,0.9,0,0,0,0,1.64,1.02,1.86,0.76,133012.62,0,0,8970.2,413.26,121803.43,1663.21,0,0,0,0,1348.21,87.03,467.86,23.65,78.87,9.13,0,0,12.87,16.79,39.67,13.04,262.25,9.22,1.14,0.16,5.62,1.28,8.67,1.97,0.07,0.18,2.52,0.4,7.36,1.22,0,0,0,0,1.77,1.1,2.11,0.86
NCS DC60117 Siliceous Sand and Ore,6.3,23/05/2024 13:38:00,-1.187,17.3,744234,314899,928225.41,0,0,4685.14,216.59,65253.54,881.62,0,0,0,0,1186.84,76.32,371.63,17.5,40.68,4.95,0,0,7.77,12,38.51,10.02,167.44,6.07,0.96,0.13,4.02,1.02,4.8,1.44,0,0,2.6,0.37,5.41,0.98,0.19,1.2,0,0,2.55,1.21,2.51,0.85,150803.64,0,0,8852.41,409.23,139599.17,1886.08,0,0,0,0,1429.67,91.93,519.99,24.48,67.87,8.26,0,0,11.36,17.54,55.33,14.4,239.39,8.69,1.23,0.17,5.03,1.28,5.97,1.79,0,0,3.07,0.44,7.31,1.32,0.25,1.61,0,0,2.75,1.3,2.85,0.96
